Code,Level,Parent,Description,Definition,Examples
28299,5,2829,"Manufacture and repair of other special purpose machinery n.e.c. (including plating equipment, industrial paint mixers and chemical mixing equipment)","This Sub-class includes the manufacture or repair of other special-purpose machinery that are not elsewhere classified, for instance:
•machinery for making paper pulp
•paper or paperboard making machinery
•dryers for wood, paper pulp, paper or paperboard
•machinery producing articles of paper or paperboard
•industrial mixing equipment for chemicals or paints
•machinery for working soft rubber or for the manufacture of products of soft rubber (e.g. extruders, moulders, pneumatic tyre making or retreading machines or other machines for making a specific rubber product)
•printing or bookbinding machines or machines for activities supporting printing on a variety of materials 
•machinery for producing tiles, bricks, shaped ceramic pastes, pipes, graphite electrodes, blackboard chalk, foundry moulds, etc.
•diverse special-purpose machinery or equipment (e.g. machines to assemble electric or electronic lamps, tubes (valves) or bulbs, machines for production or hot-working of glass or glassware, glass fibre or yarn, machinery or apparatus for isotopic separation)
•tyre alignment or balancing equipment; balancing equipment (except wheel balancing)
•central greasing systems
•aircraft launching gear, aircraft carrier catapults or related equipment
•automatic bowling alley equipment (e.g. pin-setters)
•roundabouts, swings, shooting galleries or other fairground amusements",
283,3,28,INSTALLATION OF INDUSTRIAL MACHINERY AND EQUIPMENT,,
2830,4,283,Installation of Industrial Machinery and Equipment,,
28300,5,2830,"Installation of industrial machinery and equipment, mechanical engineering works","This Sub-class includes the specialised installation of machinery. However, the installation of equipment that forms an integral part of buildings or similar structures, such as installation of escalators, electrical wiring, burglar alarm systems or air-conditioning systems, is classified as construction.

Units in this Sub-class are primarily engaged in one or more of the following:
•installation of industrial machinery in industrial plant
•installation of industrial process control equipment
•installation of other industrial equipment (e.g. communications equipment, mainframe or similar computers, irradiation or electromedical equipment, etc.)
•dismantling large-scale machinery or equipment
•activities of millwrights
•machine rigging 
•installation of bowling alley equipment 
•mechanical engineering works",
29,2,C,"MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",,
291,3,29,"MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",,
2910,4,291,Manufacture of Motor Vehicles,,
29100,5,2910,Manufacture and assembly of motor vehicles,"This Sub-class includes 
•manufacture of:
- passenger cars
- commercial vehicles (e.g. vans, lorries, over-the-road tractors for semi-trailers )
- buses, trolley-buses or coaches
- motor vehicle engines
- chassis fitted with engines
- other motor vehicles (e.g. snowmobiles, golf carts, amphibious vehicles, fire engines, street sweepers, travelling libraries, armoured cars, concrete-mixer lorries, ATVs, go-carts or similar including race cars)
•factory rebuilding of motor vehicle engines
•factory retrofitting of engine onto motor vehicle",
292,3,29,"MANUFACTURE OF MOTOR VEHICLE BODIES (COACHWORK), TRAILERS AND SEMI-TRAILERS",,
2920,4,292,"Manufacture of Motor Vehicle Bodies (Coachwork), Trailers and Semi-Trailers",,
29200,5,2920,"Manufacture of motor vehicle bodies (coachwork), trailers and semi-trailers","This Sub-class includes manufacture of:
•bodies, including cabs for motor vehicles
•trailers or semi-trailers (e.g. for transport of goods: tankers, removal trailers; for transport of passengers: caravan trailers)
•containers for carriage by one or more modes of transport
•outfitting of all types of motor vehicles, trailers or semi-trailers",
293,3,29,MANUFACTURE OF PARTS AND ACCESSORIES FOR MOTOR VEHICLES,,
2930,4,293,Manufacture of Parts and Accessories for Motor Vehicles,,
29300,5,2930,"Manufacture of parts and accessories for motor vehicles (e.g. engine parts, brakes, clutches, axles, gear boxes)","This Sub-class includes:
•manufacture of diverse parts or accessories for motor vehicles (e.g. brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalytic converters, clutches, steering wheels, steering columns or steering boxes)
•manufacture of parts or accessories of bodies for motor vehicles (e.g. safety belts, airbags, doors, bumpers)
•manufacture of car seats
•manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window or door systems
•assembly of purchased gauges into instrument panels, voltage regulators, etc.",
30,2,C,MANUFACTURE OF OTHER TRANSPORT EQUIPMENT,,
301,3,30,BUILDING AND REPAIRING OF SHIPS AND BOATS,,
3011,4,301,Building and Repairing of Ships and Floating Structures,,
30110,5,3011,"Building and repairing of ships, tankers and other ocean-going vessels (including conversion of ships into off-shore structures)","This Sub-class includes the building or repairing of ships, except vessels for sports or recreation, or the construction of floating structures such as floating cranes or drilling platforms.

This Sub-class also includes 
•manufacture of sections for ships or floating structures
•building or repairing of:
- commercial vessels:  passenger vessels, ferry boats, cargo ships, tankers, tugs, etc.
- warships
- fishing boats or fish-processing factory vessels
- hovercraft (except recreation-type hovercraft)
- ship parts 
•construction of:
- drilling platforms, floating or submersible
- floating structures (e.g. floating docks, pontoons, coffer-dams, floating landing stages, buoys, floating tanks, barges, floating cranes, non-recreational inflatable rafts)",
3012,4,301,Building of Pleasure Boats and Sporting Boats,,
30120,5,3012,"Building and repair of pleasure crafts, lighters and boats","This Sub-class includes
•building and repairing of:
- sailboats with or without auxiliary motor
- motor boats
- recreation-type hovercraft
•manufacture of:
- inflatable boats and rafts
- personal watercraft
- other pleasure and sporting boats (e.g. canoes, kayaks, rowing boats, skiffs)",
302,3,30,MANUFACTURE OF RAILWAY LOCOMOTIVES AND ROLLING STOCK,,
3020,4,302,Manufacture of Railway Locomotives and Rolling Stock,,
30200,5,3020,"Manufacture and repair of railway and tramway locomotives and rolling stock (including specialised parts except engines, electric motors and signalling equipment)","This Sub-class includes manufacture or repair of:
•electric, diesel, steam or other rail locomotives
•self-propelled railway or tramway coaches, vans or trucks, maintenance or service vehicles
•railway or tramway rolling stock, not self-propelled (e.g. passenger coaches, goods vans, tank wagons, self-discharging vans or wagons, workshop vans, crane vans, tenders)
•specialised parts of railway or tramway locomotives or of rolling stock (e.g. bogies, axles or wheels, brakes or parts of brakes; hooks or coupling devices, buffers or buffer parts; shock absorbers; wagon or locomotive frames; bodies; corridor connections)
•mechanical or electromechanical signalling, safety or traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields, etc.
•mining locomotives or mining rail cars
•railway car seats",
303,3,30,MANUFACTURE OF AIR AND SPACECRAFT AND RELATED MACHINERY,,
3030,4,303,Manufacture of Air and Spacecraft and Related Machinery,,
30301,5,3030,Manufacture and assembly of aircraft and spacecraft (including aircraft engines and other parts),"This Sub-class includes:
•manufacture or assembly of:
- airplanes for the transport of goods or passengers, for use by the defence forces, for sport or other purposes
- helicopters
- gliders, hang-gliders
- dirigibles or hot air balloons
- parts or accessories of the aircraft of this Sub-class:  major assemblies such as fuselages, wings, doors, control surfaces, landing gear, fuel tanks, nacelles, etc.; airscrews, helicopter rotors or propelled rotor blades; motors or engines of a kind typically found on aircraft; parts of turbojets or turboprops for aircraft
- ground flying trainers
- aircraft seats
- aircraft engines
•overhaul or conversion of aircraft or aircraft engines",
